Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Female,statistics,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.68,4.3,NA,NA,Often,Rarely,Often,Sometimes,Often,Agree,Agree,Strongly Disagree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,getting enough sleep and having friends to confide in and ask for advice from,,High Value,62.5,41.7,66.7,50,41.7
Female,statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,South Korea,Yes,No,No,Yes,NA,NA,20,20,Often,Never,Always,Rarely,Sometimes,Strongly Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,,no tutors like community college,Average Value,50,58.3,50,43.8,75
Male,Astrophysics,,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,Yes,People's Republic of China,No,No,No,Yes,3.5,NA,224,83,Often,Sometimes,Always,Sometimes,Rarely,Not Sure,Agree,Not Sure,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Not Sure,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Disagree,Agree,Not Sure,Not Sure,Agree,"My family has supported me a lot when I struggle with college life, especially with the stresses before and after exams and midterms. ",Nothing really,Low Value,59.4,8.3,72.2,12.5,41.7
Male,Financial Actuarial Mathematics,None,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.5,4.4,40,30,Often,Rarely,Always,Sometimes,Sometimes,Agree,Agree,Disagree,Disagree,Not Sure,Not Sure,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,one day i was feeling really sad but then my friend complimented my dress and my day was better,people who ride motorized skateboards think they're so much better than everyone else and their inflated egos upset me,Average Value,50,41.7,61.1,37.5,58.3
Male,Linguistics and Computer Science,Statistics,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,Yes,Canada,No,Yes,No,Yes,3.5,3.75,20,8,Rarely,Sometimes,Always,Sometimes,Rarely,Strongly Agree,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Agree,Not Sure,Strongly Agree,Strongly Agree,Disagree,Not Sure,Strongly Agree,Disagree,Disagree,Strongly Disagree,Example: my roommate has encouraged me to succeed academically. My family has encouraged me to succeed emotionally and socially.,"Living in a plaza, where most people rarely leave their rooms or go into the lounge, inhibits my ability to thrive socially.",High Value,37.5,58.3,22.2,93.8,83.3
Male,Economics,Statistics,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,No,3.74,4,20,7,Sometimes,Sometimes,Always,Sometimes,Sometimes,Agree,Agree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Not Sure,Not Sure,Agree,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,"Going to office hours, especially for my economics classes with the TA's who tend to be very helpful especially when the professor is not too clear on a subject. 
Joining a club sports team and a service fraternity helped my mental state my first year when I felt like I didn't have that many friends. It gave me a place of belonging and I finally felt like I belonged at this large school. ","I also hate how there aren't sufficient resources for students to go into business-related fields, both inside and outside the classroom. Although there are many finance/business clubs and frats, they are very exclusive and tend to only take specific people (namely pretty girls and alpha males), even if I'm just as qualified. I've tried to join many of these but was denied from all of them. I understand that being a large school, these clubs can't really take everyone or they would have literally too many people to fit in a room, but there has to be something UCLA can do. That's pretty much my biggest complaint about the school: it has too many people, meaning sometimes resources to each individual can seem limited and one can be overwhelmed in this sea of people. ",Average Value,56.3,25,55.6,56.3,50
Male,statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,China,Yes,No,No,Yes,3.85,3.89,15,5,Sometimes,Sometimes,Always,Sometimes,Rarely,Agree,Strongly Agree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Not Sure,Not Sure,Strongly Agree,sleep well think well,"1. It's very difficult to make new friends  for international students who transfer from CC. 2. Too many students, so it's very difficult to get enough resource.",Average Value,59.4,0,58.3,43.8,75
Male,economics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,Yes,South Korea,Yes,No,No,No,NA,4,25,25,Rarely,Never,Always,Often,Sometimes,Agree,Disagree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Disagree,Disagree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,balancing out social part and academic part of my life,,Average Value,62.5,33.3,58.3,50,50
Male,Neuroscience & Statistics double major,Bioinformatics,Asian,Heterosexual,Graduate or Professional Degree,Four-year College,Sophomore,Yes,China,No,No,Yes,Yes,3.8,3.9,50,50,Often,Rarely,Always,Often,Often,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,"Going to office hours definitely helps, I'm happy that all my professors are really helpful. Also I joined study groups in basically every class I take: this not only allows me to make more friends, but also helps me understand the class material more thoroughly. Lastly, I work out often (pretty much everyday) to keep a good physical state. I believe academic success is not only about getting high GPA, it also encompasses perfect mental and physical states","As an international student, one of the hardest thing is communication. During the first year, I really had trouble opening my mouth during lectures and discussions",Low Value,62.5,58.3,66.7,50,25
Female,Cognitive Science,Digital Humanities,Arab,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.2,3.8,20,10,Often,Sometimes,Always,Rarely,Rarely,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Joining clubs, pushing myself to get out of my academic comfort zone particularly with Cognitive Science since it is a new major and did give me some anxiety before starting, the Cog Sci Student Association exposed me to a lot of students who were like me and thought like me academically, which was very comforting for my professional life. ",Transitioning to UCLA was very difficult as I was coming from abroad (Egypt) and had difficulty assimilating into the International environment or even finding people who were struggling through the same thing. ,High Value,62.5,41.7,75,43.8,33.3
Female,philosophy,Stats,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Freshman,No,,No,Yes,No,No,NA,3.9,2,8,Sometimes,Sometimes,Always,Never,Often,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,me telling myself to suck it up and start working,"course load, feeling behind and out of depth in the material (stats 20)",High Value,50,66.7,52.8,43.8,75
Female,Business Economics,Statistics,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,No,3.73,3.95,NA,NA,Rarely,Rarely,Always,Rarely,Rarely,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,Support from friends and family,Stress about how well everyone else is doing,High Value,40.6,0,61.1,75,25
Male,applied math,NA,Asian,Heterosexual,Graduate or Professional Degree,Four-year College,Senior,Yes,China,Yes,No,No,Yes,3.49,3.7,20,7,Often,Never,Always,Often,Often,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Research opportunity is very great resource at UCLA. UCLA does provide such opportunities for students like to prepare for graduate school.,"For the math department, lecture material and exams are not match each other so much. Usually, the lecture materials are easy to understand, while exams are harder than that. Then students cannot prepare very well for their exams.",Average Value,75,25,63.9,37.5,50
Female,Cog sci,,Calcasian,Heterosexual,Four-year College,High school or less,Junior,No,,No,Yes,No,Yes,3.79,3.78,7,6,Sometimes,Rarely,Always,Often,Often,Strongly Agree,Not Sure,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Time management, making great friends, trying to be as social as possible to balance the ridiculously difficult academics, talking to others when I?m stressed, especially my peers because they know how difficult school is and can really relate","My own anxiety. I get way to anxious and don?t handle it very well, which actually ends up making me unable to focus. I would probably do better on exams if I didn?t spend so much time being anxious about not knowing stuff or getting a bad grade. ",Average Value,59.4,83.3,47.2,68.8,83.3
Female,Statistics,None,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,Yes,No,No,Yes,3.92,3.95,30,20,Always,Never,Always,Always,Always,Not Sure,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Families, friends, teachers, etc.","Open mindset, positive atitude, etc.",High Value,100,0,86.1,0,16.7
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.89,4,20,5,Sometimes,Sometimes,Often,Sometimes,Sometimes,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Do things ahead of the deadline,procrastination,Low Value,46.9,25,50,50,58.3
Male,Statistics,Film ,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.4,4,100,NA,Always,Rarely,Always,Always,Never,Not Sure,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,,,,,,,,,,,,,,,NA,NA,25,NA,NA,NA
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,No,,Yes,No,Yes,Yes,3.3,3.8,10,6,Sometimes,Rarely,Always,Often,Often,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Agree,Disagree,Not Sure,Disagree,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,,,Average Value,68.8,50,66.7,31.3,33.3
Female,math of computation,no,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,Yes,China,No,No,No,Yes,3.9,3.9,20,5,Sometimes,Never,Always,Always,Sometimes,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Not Sure,Not Sure,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Friends' support and faculties support like helpful professors and TAs,Peer pressure. Parents pressure.,Low Value,59.4,33.3,72.2,31.3,0
Female,,,I would prefer not to say,Heterosexual,,,Senior,,,Yes,No,Yes,Yes,NA,NA,NA,NA,Sometimes,Never,Always,Rarely,Sometimes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,Low Value,50,50,50,50,50
Female,stats,accounting,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,china,No,No,No,Yes,3.7,3.8,40,2,Often,Rarely,Always,Often,Rarely,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,"friends and family, they are so helpful",bad friends / especially bad boyfriend,Average Value,78.1,25,47.2,37.5,41.7
Male,Statistics,,Asian,Heterosexual,Two-year College,Two-year College,Senior,Yes,China,No,No,No,Yes,3.88,4.3,10,5,Sometimes,Sometimes,Always,Sometimes,Sometimes,Agree,Agree,Not Sure,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Hard-working and the balance between study and social work.,"The language, sometimes peer pressure",Average Value,68.8,33.3,58.3,37.5,41.7
Female,Math of computation & Statistics,No,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Senior,Yes,China,No,No,No,Yes,3.7,3.8,15,2,Often,Often,Always,Often,Sometimes,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,Strongly Agree,Having friends and talking to professors help.,"Sometimes class size is too large to get acquainted with the professor; Often times, whether I can get a good grade depends on what kind of professor I get, not the class curriculum; there are times that whether how hard I tried, I could not succeed in exams.",Average Value,71.9,8.3,75,18.8,25
Male,statistics,,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,China,Yes,No,Yes,Yes,3.2,3.5,5,5,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree, my friends and professor always inspire me to be a better person,UCLA alumni,Low Value,46.9,58.3,63.9,56.3,25
Female,Statistics Economics,,Asian,I prefer not to say,Graduate or Professional Degree,Graduate or Professional Degree,Senior,Yes,China,No,No,No,Yes,3.873,4,30,2,Often,Rarely,Always,Often,Sometimes,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Not Sure,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"my family, friends and professors",,Average Value,71.9,25,58.3,50,41.7
Male,STATITSTICS,NONE,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,CHINA,Yes,No,No,No,NA,NA,NA,NA,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,helps from friends and support from my parents,,Low Value,56.3,33.3,52.8,56.3,50
Female,Statistics,NA,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.6,4.3,10,5,Sometimes,Sometimes,Always,Always,Often,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,"Having a good circle of friends has helped me academically, socially, and emotionally. ",It was difficult to find a solid group of people that I really got along with initially. School was overwhelming without a good support system/peer help.,Average Value,65.6,66.7,58.3,50,41.7
Female,"Statistics, Economics",,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Senior,Yes,U.A.E.,No,No,No,Yes,NA,NA,NA,NA,Sometimes,Sometimes,Always,Rarely,Rarely,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Strongly Disagree,Agree,"My mom, my friends, free and accessible therapy, center for accessible education (CAE), mindful meditation","Roommate drama, pressure from my dad, mental illness, being in the wrong major for a long time (Econ), feelings of loneliness because noone ever talks about failures openly",Average Value,31.3,66.7,52.8,87.5,41.7
Female,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,India,No,No,No,Yes,3.5,NA,40,30,Sometimes,Sometimes,Often,Sometimes,Rarely,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Agree,"My friends at UCLA and from highschool along with my family have been the greatest support systems for me. After this, I think student mentors I have gained from professional clubs on campus and a few professors have also stood out as supportive individuals who I have asked for advice along the way. ","Emotionally, having to deal with the endless bureaucratic difficulties of being an international student have affected my time at UCLA. I have felt like I have been financially and professionally impacted at times because of this status.",High Value,53.1,41.7,55.6,62.5,66.7
Female,"Psychology, Statistics ",,Asian,Bisexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.79,NA,8,5,Sometimes,Never,Always,Sometimes,Rarely,Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Disagree,Agree,Not Sure,Agree,Disagree,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,"A well-organized schedule, healthy diet, enough sleep and exercise, and also friends. I don't know if I'm successful enough academically to have any say on it, but for social and emotional levels I would say having a close group of friends that I can hang out with is really helpful. ",Anxiety and depression (not diagnosed) ,Average Value,46.9,33.3,50,62.5,58.3
Female,Statistics and Cognitive Science,,Asian,Heterosexual,High school or less,High school or less,Senior,No,,No,No,Yes,Yes,NA,NA,25,15,Often,Never,Always,Often,Rarely,Strongly Agree,Disagree,Not Sure,Agree,Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Agree,Disagree,Disagree,Not Sure,Disagree,Agree,Disagree,Strongly Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Agree,Not Sure,Agree,My family has always motivated me and encouraged me to do my best without endangering my mental or physical health. The friends I've made at UCLA as well my high schools friends back home have also been a great support system.,"I don't think my high school prepared me very well for college in general, but also more specifically, a STEM major. I also put a lot of pressure on myself as a student who did very well in high school and is a recipient of scholarships, and I think that has also taken a toll on my academic, social, and emotional success at UCLA.",Average Value,43.8,83.3,69.4,43.8,33.3
Female,Statistics,Geography/Environmental Studies,Latino/Hispanic,Heterosexual,Graduate or Professional Degree,High school or less,Senior,No,,No,No,Yes,Yes,3.3,4.3,40,40,Often,Sometimes,Always,Rarely,Rarely,Strongly Agree,Not Sure,Not Sure,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Strongly Agree,"Friends, CAPS, external UCLA hispanic networks (HSF - Hispanic Scholarship fund held conferences of latinos across the country who also go through being minorities in their STEM class), my Bill Gates Millennium Scholarship (full ride scholarship relieved financial stress), MLT (management leadership tomorrow - a minority network like HSF) ","being 1st generation, being the only Mexican in a lot of my classes, family stress (drug addiction in my family)",Low Value,56.3,75,47.2,56.3,75
Female,Applied Math and Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.84,3.91,20,5,Often,Sometimes,Always,Sometimes,Sometimes,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Friends' support is really important. They give me advice on academic and social life and help me get through a hard time that I feel stressed out. ,A lot of advice on seeking jobs from the professors.,Average Value,59.4,25,55.6,43.8,50
Female,Mathematics for Teaching,,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,No,,No,Yes,Yes,Yes,3.1,4.1,20,10,Sometimes,Rarely,Always,Never,Sometimes,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Agree,"One of the factors that has helped me is talking to others I trust. I would have changed my major if it weren't for people listening to me and telling me it'll get better, offering the help they can give help me academically and emotionally. For instance, I once went to the Director of The Curtis Center, Heather Dallas, and told her about my situation and not meeting the requirements for my major. She listened to me and told me about her struggles, then contacted one of her students to help me in my last pre-requisite course so that I can get the necessary grade to get into my major. Moreover, I had a co-worker that I told my situation to and how I felt like I was depressed, so she accompanied me to CAPS so I can talk to someone. I had other friends that just listened when I was having a breakdown, and even just having someone listen to me was helpful. ","One of the factors is the environment in my classes, where I feel alone because most of the students are white or asian, and appear to understand lectures way more than me. This would make me doubt myself and block my motivation. I always compared myself to others, so when I would get a low score on an exam, I felt like I didn't belong. Moreover, I also have to commute from home, and I felt that this would take away time and affect my social life and studying. ",Average Value,37.5,75,30.6,75,100
Female,Statistics ,Public Affairs ,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.88,4.35,20,10,Often,Rarely,Always,Sometimes,Often,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Having a strong network of supportive friends and mentors has played a large role in my ability to succeed at UCLA. For example, I had some health issues last year and one of my friends approached me and said she'd been dealing with similar issues. The issues were affecting me both academically and emotionally, and her support really helped me get through it. 

I've also become very involved with UCLA Hillel and Jewish life on campus. Through this community, I've made so many friendships and connections that I know I will have for the rest of my life. I've grown as a student, a friend and a leader, and I can say with confidence that I wouldn't be doing as well as I am here if it weren't for this incredible community. ","As a STEM major, I sometimes feel that I'm not getting as much support from my professors and TA's as I deserve.  For example, I had a math professor for Linear Algebra who, in many ways, discouraged us from asking questions. When we did ask questions, he often provided a quick one word answer and didn't fully explain his thoughts. This experience made it harder for me to succeed in this class both because it decreased my confidence and because it made it harder for me to receive guidance and feedback. 

Though I've had several STEM professors who are very good, I am aware that STEM professors tend to exhibit this type of behavior more than non-STEM professors. I'm not exactly sure how UCLA could address this issue, but I think it is important for students of all majors to receive the support they deserve.  ",High Value,50,25,66.7,50,58.3
Female,statistic,,Asian,Heterosexual,High school or less,High school or less,Senior,No,,Yes,No,Yes,Yes,3.6,NA,10,0,Sometimes,Rarely,Always,Rarely,Rarely,Agree,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,study hard,no patient  and distraction,Average Value,53.1,50,50,50,50
Male,math,"philosophy, stats",Asian,I prefer not to say,Graduate or Professional Degree,Graduate or Professional Degree,Junior,Yes,China,No,No,No,Yes,3.8,3.8,50,2,Rarely,Sometimes,Always,Rarely,Sometimes,Disagree,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Agree,Not Sure,Not Sure,"I always learned by myself, and it's better than attending the lectures.",I took so much workload on myself.,Low Value,50,58.3,50,43.8,50
Male,Statistics,None,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Junior,Yes,South Korea,Yes,No,No,Yes,NA,3.9,10,5,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,exercise,poor sleep,Low Value,50,50,50,50,50
Female,International Development Studies,Statistics,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,Bangladesh,No,Yes,No,No,3.54,3.5,7,10,Sometimes,Rarely,Often,Sometimes,Sometimes,Strongly Agree,Disagree,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,"It's all about the support groups you have, and if you don't find a smaller group that makes UCLA feel a little less big and strange, then it's inevitable?that feeling of being completely alone. Also, it's always great to have a mentor/faculty member/friend around to give perspective around an academic failure or even a success, and remind you that life is bigger than your time here. You're worth more than your performance. You're assessment in class is not an assessment of your personhood.","I'm lost in my STEM classes. I'm a north campus statistics minor, and I feel overwhelmed in my classes, which are filled with CS, math, and engineering majors who have dealt with similar problems and are taking relevant concurrent classes. I think wanting an extensive STEM background through this program is somewhat inaccessible for someone like me, and I feel really alone. For example, even in this introductory R class, people talk about this as they've also taken the PIC 10 series, or relating it to Python or C, and I've never coded and am finding the syntax/grammar/way of thinking quite challenging.",Low Value,46.9,41.7,41.7,68.8,75
