Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Female,Stats,Asian language,Asian,Heterosexual,Two-year College,Two-year College,Junior,No,,Yes,No,Yes,Yes,NA,3.99,10,10,Often,Never,Always,Sometimes,Often,Strongly Agree,Agree,Not Sure,Agree,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"talking to friends and mentors, find the sense of belongs ","I am easily get stressed, financial needs ",Average Value,59.4,66.7,52.8,62.5,58.3
Female,Statistics,none,Asian,Bisexual,Two-year College,Two-year College,Junior,Yes,China,Yes,No,No,Yes,NA,3.8,20,10,Often,Rarely,Always,Often,Rarely,Not Sure,Strongly Agree,Strongly Disagree,Disagree,Disagree,Not Sure,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"attending classes, doing homework, making friends",health issue,Average Value,78.1,33.3,69.4,25,41.7
Male,Stats,NA,Asian,Heterosexual,Four-year College,Four-year College,Junior,No,,Yes,No,No,Yes,NA,3,25,2,Never,Sometimes,Always,Always,Often,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Group Chat,Review before exams,Low Value,53.1,50,38.9,50,66.7
Female,Statistics,,Asian,Queer,Two-year College,Two-year College,Junior,No,,Yes,Yes,Yes,Yes,NA,3.81,10,5,Rarely,Rarely,Sometimes,Rarely,Sometimes,Strongly Agree,Agree,Not Sure,Not Sure,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Agree,Agree,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Knowing that there is a place where you can see a mental health counselor or therapist was something that gave me assurance. Having medical professionals that you have insurance for and are on-campus made it easier to reach out for help.,The pace of the quarter system is incredibly hard for me as a transfer. I am essentially like a freshman taking junior level courses at the quarter system pace. It is kind of a disadvantage because 4-year students who are in my classes already have experience with the quarter system and had time to adjust to a new school and environment with a lesser courseload. It is also hard to reach out to other classmates sometimes when they already formed friend groups or study groups together.,Average Value,37.5,66.7,50,87.5,50
Female,Statistics,None,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,South Korea,No,No,No,Yes,3.28,4.3,50,40,Rarely,Often,Often,Often,Never,Strongly Agree,Strongly Disagree,Not Sure,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,None,Hazing,Low Value,12.5,50,25,93.8,41.7
Male,Statistics,Undecided,Asian,Heterosexual,High school or less,Two-year College,Freshman,No,,No,No,Yes,Yes,NA,4,5,25,Often,Rarely,Often,Sometimes,Sometimes,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Agree,"I feel like being from a low income family of immigrants and coming from a neighborhood that was fairly diverse, I was able to come with enough stories and experiences that made me stand out to UCLA. I for one am also very good at balancing and making up for any work that I might be struggling with. Just like from this week I was able to balance finishing my homework and study for my midterms without having to pull all-nighters, though the results are still TBD. My determination to do well academically stems from my appreciation and burden to my parents. I feel like doing well in life is how I pay them back for all they've done for me, even if we disagree on the approach. Socially I have a very close nit group of friends, and while I can always depend on them, I do struggle it make many beyond them. As for my emotions, I tend to be on the more stoic side of things and try my best to stay whelmed even when under emotion stress. ","The quarter system is an adjustment for sure, same with having professors. Not to say they're necessarily bad, but it's just an adjustment in pace. Socially as mentioned above I have really found a new group of friends here, just a few individuals I take to on occasion, a result of my social incompetence and shyness. Emotionally, I've been feeling very homesick, as this is the longest I've been away from home and I do miss a lot of aspects about it. ",High Value,59.4,83.3,66.7,43.8,33.3
Male,Stat,Accounting,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,Yes,China,Yes,No,No,Yes,3,3.6,10,6,Sometimes,Sometimes,Always,Rarely,Sometimes,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,,Agree,,Not Sure,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"TA section and many classmates, others are really help me in succeed academically.",sometime confused where I go and can not get ideas in the class even work hard.,Average Value,NA,66.7,52.8,NA,58.3
Male,Statistics,,Calcasian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,Yes,Canada,No,Yes,No,Yes,3.2,3.7,20,20,Sometimes,Sometimes,Often,Sometimes,Sometimes,Agree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Not Sure,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Agree,Agree,Strongly Disagree,Not Sure,Not Sure,Agree,Disagree,Strongly Agree,Not Sure,Not Sure,Strongly Agree,The largest factor in becoming successful here has been understanding that college classes take a lot of time and to succeed I need to be spending a large amount of time on my studies. I think college is easiest if one can treat their studies and the pursuit of knowledge as somewhat sacred.,Depression. When I was depressed there was no hope in doing well in any of my classes at all. College is full time and completely impossible without the motivation to get out of bed. College without depression is manageable.,Average Value,62.5,25,75,18.8,33.3
Female,Statistics,NA,Asian,Heterosexual,High school or less,High school or less,Junior,No,,Yes,No,Yes,Yes,NA,NA,15,5,Sometimes,Never,Always,Rarely,Often,Not Sure,Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,,,Low Value,62.5,91.7,72.2,31.3,41.7
Female,Statistics,,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,No,,Yes,Yes,Yes,Yes,NA,3.8,20,10,Rarely,Never,Always,Always,Rarely,Agree,Not Sure,Disagree,Agree,Agree,Not Sure,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Not Sure,Strongly Agree,"My significant other is really the main cause for helping me succeed academically, socially and emotionally at UCLA. My partner understands my workload and is always there emotionally when I feel overwhelmed or when I feel like I am not good enough to be at UCLA. Everyday he gives me words or encouragement just in case there comes a day I actually need it. We use our spare time to weightlift together which really relives some tension. We also take plenty of mental breaks during studying to recuperate and calm down by cuddling to release oxytocin and dopamine along with doing breathing techniques.","There are a lot of things in my life that inhibit my success at UCLA. Every weekday, I spend at least 2.7hours driving to and from UCLA in order to make it to my classes. I also work fulltime as a caregiver for developmentally disabled adults so my daily schedule is always full. The time that I have left is spent eating, sleeping, doing class assignments and studying. This leaves me with very little time to spend with my family, partner or myself. Due to the fast pace schedule at UCLA, I find myself using all of my spare time continuously studying because I encountered my first midterms here and they are long and complex.",Low Value,43.8,66.7,88.9,43.8,8.3
Male,Statistics,,Latino/Hispanic,Heterosexual,Four-year College,High school or less,Junior,No,,No,Yes,No,Yes,2.95,4.47,3,2,Often,Often,Often,Often,Never,Agree,Agree,Not Sure,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Not Sure,I feel like the bruincast system literally saves my life at UCLA. I have a lot of pains and problems with my body that often prevent/ dissuade me from going to class. Bruincasted lectures allow me to not have to go to class when I am in pain. So helpful cannot be understated!,"I feel like a lot of teachers don't explain things at a low enough level. I understand that I may not be the smartest student here (or anywhere near it) but I don't think that I am a complete idiot. However, some classes (especially math, computer science, etc.) expect you to have background knowledge and sometimes I am feel clueless / helpless / left behind.",Low Value,28.1,83.3,33.3,75,50
Genderfluid,Statistics,,Two or more races,Pansexual,Four-year College,High school or less,Senior,No,,Yes,Yes,No,Yes,3.75,4,5,3,Sometimes,Never,Always,Sometimes,Rarely,Strongly Agree,Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Not Sure,Strongly Disagree,Disagree,Not Sure,Agree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Agree,"I was in an honors program at my community college that allowed me to take less classes at UCLA to graduate. I also 
Learning about student organizations in the first week of school helped widen my social circle and meet new people with vastly different experiences.
The inclusiveness of the environment at UCLA helped me to quickly feel like I belong.","I was in a different STEM major, Physics, when I transferred to UCLA and I felt insecure about my academic ability while I was in that major because it seemed like everyone else understood the course material and was passionate about the subject while I was struggling in class and did not have any specific career or research goals. Switching majors at the cost of needing two additional quarters to graduate was a difficult decision because I had been trying to major in Physics at UCLA since I was in high school.
I am a transfer student and only knew a couple people from my community college in Physics. The workload in the Physics major was so overwhelming I had no time to make new friends. Even after switching majors, I have yet to make a single friend at UCLA. I do no live on campus so it feels more difficult to make friends.
I was diagnosed with Major Depression and Panic Disorder in my first term at UCLA. I tried multiple medications and doses to treat them over my first year at UCLA; if they were not a good fit, it would impact my mental capacity.",High Value,46.9,83.3,69.4,56.3,33.3
Female,pre-Stats,none,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,No,,No,Yes,No,Yes,3.4,4.6,13,0,Often,Sometimes,Always,Rarely,Rarely,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Not Sure,Not Sure,Agree,Strongly Disagree,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Agree,Agree,Not Sure,Disagree,Disagree,"The most important factor for me has definitely been my roommates. They are people who I feel comfortable around almost all the time, and they are very supportive of my choices. They also try to encourage me to do better academically.  Without them, I probably would not have been able to last under the pressure of UCLA's rigorous academics. ",lack of motivation,Average Value,40.6,16.7,55.6,43.8,50
Female,statistics,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.68,4.3,NA,NA,Often,Rarely,Often,Sometimes,Often,Agree,Agree,Strongly Disagree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,getting enough sleep and having friends to confide in and ask for advice from,,High Value,62.5,41.7,66.7,50,41.7
Female,statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,South Korea,Yes,No,No,Yes,NA,NA,20,20,Often,Never,Always,Rarely,Sometimes,Strongly Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,,no tutors like community college,Average Value,50,58.3,50,43.8,75
Male,statistics,,Asian,Heterosexual,Four-year College,Four-year College,Junior,Yes,China,Yes,No,No,Yes,3.85,3.89,15,5,Sometimes,Sometimes,Always,Sometimes,Rarely,Agree,Strongly Agree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Not Sure,Not Sure,Strongly Agree,sleep well think well,"1. It's very difficult to make new friends  for international students who transfer from CC. 2. Too many students, so it's very difficult to get enough resource.",Average Value,59.4,0,58.3,43.8,75
Female,Statistics,None,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,Yes,No,No,Yes,3.92,3.95,30,20,Always,Never,Always,Always,Always,Not Sure,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Families, friends, teachers, etc.","Open mindset, positive atitude, etc.",High Value,100,0,86.1,0,16.7
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.89,4,20,5,Sometimes,Sometimes,Often,Sometimes,Sometimes,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Do things ahead of the deadline,procrastination,Low Value,46.9,25,50,50,58.3
Male,Statistics,Film,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.4,4,100,NA,Always,Rarely,Always,Always,Never,Not Sure,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Not Sure,,,,,,,,,,,,,,,NA,NA,25,NA,NA,NA
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,No,,Yes,No,Yes,Yes,3.3,3.8,10,6,Sometimes,Rarely,Always,Often,Often,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Agree,Disagree,Not Sure,Disagree,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,,,Average Value,68.8,50,66.7,31.3,33.3
Female,stats,accounting,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,china,No,No,No,Yes,3.7,3.8,40,2,Often,Rarely,Always,Often,Rarely,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,"friends and family, they are so helpful",bad friends / especially bad boyfriend,Average Value,78.1,25,47.2,37.5,41.7
Male,Statistics,,Asian,Heterosexual,Two-year College,Two-year College,Senior,Yes,China,No,No,No,Yes,3.88,4.3,10,5,Sometimes,Sometimes,Always,Sometimes,Sometimes,Agree,Agree,Not Sure,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Hard-working and the balance between study and social work.,"The language, sometimes peer pressure",Average Value,68.8,33.3,58.3,37.5,41.7
Male,statistics,,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,China,Yes,No,Yes,Yes,3.2,3.5,5,5,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,my friends and professor always inspire me to be a better person,UCLA alumni,Low Value,46.9,58.3,63.9,56.3,25
Male,STATITSTICS,NONE,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,CHINA,Yes,No,No,No,NA,NA,NA,NA,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,helps from friends and support from my parents,,Low Value,56.3,33.3,52.8,56.3,50
Female,Statistics,NA,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.6,4.3,10,5,Sometimes,Sometimes,Always,Always,Often,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,"Having a good circle of friends has helped me academically, socially, and emotionally. ",It was difficult to find a solid group of people that I really got along with initially. School was overwhelming without a good support system/peer help.,Average Value,65.6,66.7,58.3,50,41.7
Female,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,India,No,No,No,Yes,3.5,NA,40,30,Sometimes,Sometimes,Often,Sometimes,Rarely,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Agree,"My friends at UCLA and from highschool along with my family have been the greatest support systems for me. After this, I think student mentors I have gained from professional clubs on campus and a few professors have also stood out as supportive individuals who I have asked for advice along the way. ","Emotionally, having to deal with the endless bureaucratic difficulties of being an international student have affected my time at UCLA. I have felt like I have been financially and professionally impacted at times because of this status.",High Value,53.1,41.7,55.6,62.5,66.7
Female,Statistics,Geography/Environmental Studies,Latino/Hispanic,Heterosexual,Graduate or Professional Degree,High school or less,Senior,No,,No,No,Yes,Yes,3.3,4.3,40,40,Often,Sometimes,Always,Rarely,Rarely,Strongly Agree,Not Sure,Not Sure,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Strongly Agree,"Friends, CAPS, external UCLA hispanic networks (HSF - Hispanic Scholarship fund held conferences of latinos across the country who also go through being minorities in their STEM class), my Bill Gates Millennium Scholarship (full ride scholarship relieved financial stress), MLT (management leadership tomorrow - a minority network like HSF) ","being 1st generation, being the only Mexican in a lot of my classes, family stress (drug addiction in my family)",Low Value,56.3,75,47.2,56.3,75
Female,Statistics,Public Affairs,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.88,4.35,20,10,Often,Rarely,Always,Sometimes,Often,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Having a strong network of supportive friends and mentors has played a large role in my ability to succeed at UCLA. For example, I had some health issues last year and one of my friends approached me and said she'd been dealing with similar issues. The issues were affecting me both academically and emotionally, and her support really helped me get through it. 

I've also become very involved with UCLA Hillel and Jewish life on campus. Through this community, I've made so many friendships and connections that I know I will have for the rest of my life. I've grown as a student, a friend and a leader, and I can say with confidence that I wouldn't be doing as well as I am here if it weren't for this incredible community. ","As a STEM major, I sometimes feel that I'm not getting as much support from my professors and TA's as I deserve.  For example, I had a math professor for Linear Algebra who, in many ways, discouraged us from asking questions. When we did ask questions, he often provided a quick one word answer and didn't fully explain his thoughts. This experience made it harder for me to succeed in this class both because it decreased my confidence and because it made it harder for me to receive guidance and feedback. 

Though I've had several STEM professors who are very good, I am aware that STEM professors tend to exhibit this type of behavior more than non-STEM professors. I'm not exactly sure how UCLA could address this issue, but I think it is important for students of all majors to receive the support they deserve.  ",High Value,50,25,66.7,50,58.3
Female,statistic,,Asian,Heterosexual,High school or less,High school or less,Senior,No,,Yes,No,Yes,Yes,3.6,NA,10,0,Sometimes,Rarely,Always,Rarely,Rarely,Agree,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,study hard,no patient  and distraction,Average Value,53.1,50,50,50,50
Male,Statistics,None,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Junior,Yes,South Korea,Yes,No,No,Yes,NA,3.9,10,5,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,exercise,poor sleep,Low Value,50,50,50,50,50
Female,Statistics,,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,India,No,No,No,Yes,3.5,NA,40,30,Sometimes,Sometimes,Often,Sometimes,Rarely,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Agree,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Not Sure,Not Sure,Agree,Disagree,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Strongly Agree,My friends from UCLA and back home and family have been my main support systems. Student mentors found from professional organizations on campus and some professors have also been guiding lights.,The bureaucratic hurdles of being an international student have been troublesome.,High Value,46.9,41.7,58.3,62.5,66.7
Female,statistics,,Asian,Heterosexual,High school or less,High school or less,Junior,No,,Yes,No,Yes,Yes,NA,4,5,1,Rarely,Never,Always,Sometimes,Often,Strongly Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Disagree,Agree,Disagree,Not Sure,Strongly Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Disagree,Not Sure,,,Low Value,25,50,41.7,62.5,75
Male,Statistics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,Yes,Hong Kong,No,Yes,No,Yes,3.8,3.7,5,5,Sometimes,Often,Often,Sometimes,Never,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Not Sure,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"Older friends in my organizations provide a lot of advice in terms of career options, interviewing/recruiting help, general UCLA advice; self motivation to do well and get a good job after graduation","A lot of things to balance (classes, organizations/clubs, social life, recruiting)",Average Value,59.4,25,66.7,43.8,25
Male,statistics,,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Senior,No,,No,No,No,Yes,3.5,3.8,5,10,Often,Rarely,Often,Sometimes,Rarely,Strongly Agree,Agree,Not Sure,Not Sure,Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Adult peers that I know through school organizations have helped me get in contact with CAPS to help me receive the emotional and mental support needed.,"I suffer from chronic depression, anxiety, and suicidal thoughts",High Value,59.4,75,38.9,87.5,83.3
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.86,4.6,6,2,Sometimes,Rarely,Always,Sometimes,Sometimes,Not Sure,Agree,Not Sure,Disagree,Disagree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Be happy,Delay,Low Value,68.8,33.3,61.1,31.3,41.7
Female,Statistics,,Asian,Queer,Four-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.83,4.33,20,10,Often,Sometimes,Always,Always,Rarely,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,#NAME?,"-Experiencing an unhealthy romantic relationship for 1.5 years
-Feeling career success pressure from peers
-Not knowing about various opportunities available to my major or prospective career path",NA,90.6,33.3,91.7,18.8,0
Female,Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,Taiwan,Yes,No,No,Yes,3.9,3.9,150,10,Sometimes,Rarely,Always,Sometimes,Sometimes,Agree,Strongly Agree,Not Sure,Not Sure,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Disagree,Disagree,Not Sure,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,"pressure, habits, and sleep","exams, grades, finding jobs and interns",Average Value,56.3,58.3,61.1,43.8,33.3
Male,Statistics,Entrepreneurship,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,South Korea,No,No,No,Yes,3.46,4,6,3,Often,Rarely,Always,Sometimes,Rarely,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Agree,Roommates and upperclassmen advice. Spending times with friends.,My major could maybe be more focused on other programming languages. Python SQL and Git should be a prereq. This would significantly help students in finding jobs involving data.,Low Value,65.6,41.7,58.3,31.3,66.7
Female,Statistics,None,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,Indonesia,No,Yes,No,Yes,3.3,3.6,100,20,Sometimes,Sometimes,Always,Rarely,Rarely,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,#NAME?,#NAME?,Low Value,40.6,66.7,44.4,62.5,66.7
Female,Statistics,,Asian,Heterosexual,High school or less,High school or less,Senior,Yes,China,Yes,No,Yes,Yes,3.1,NA,NA,NA,Sometimes,Sometimes,Always,Rarely,Sometimes,Agree,Not Sure,Agree,Disagree,Not Sure,Strongly Agree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Nice professors and helpful TAs. I have a group of people who can study with me and they help me a lot with my study. My family provides support finically and emotionally.,The counselor at my department is not helpful.,Low Value,56.3,58.3,41.7,50,66.7
